Year,Team,Week,PrevRank,RankDiff,Conference,H/A/N,Fav/Und,OppTeam,Opp Conf,ScoreDiff,WinLose,OT?,TODiff,YPPDiff,PenYdDiff,TOPDiff,GameStatus,WinPer,TimeRem,Rank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,4,26,-7,SEC,A,U,Auburn,SEC,8,Win,N,0,1.6,-10,-740,Completed,75.000,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,5,21,7,SEC,A,U,Texas A&M,SEC,-13,Lose,N,2,-1.88,-23,-456,Completed,60.000,0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,6,33,-17,SEC,H,F,Troy,Sun Belt,28,Win,N,-2,10.97,8,-1250,Completed,66.667,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,7,29,-21,SEC,H,F,La. Tech,CUSA,25,Win,N,-1,2.41,-22,-432,Completed,71.429,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,8,26,-24,SEC,H,F,Kentucky,SEC,26,Win,N,-2,5.63,32,-342,Completed,75.000,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,9,25,-25,SEC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,75.000,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,10,24,-26,SEC,A,F,Missouri,SEC,18,Win,N,0,2.85,-20,-44,Completed,77.778,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,11,20,17,SEC,H,U,Alabama,SEC,-25,Lose,N,1,-1.24,0,420,Completed,70.000,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,12,29,2,SEC,A,U,Arkansas,SEC,1,Win,N,3,3.31,21,-258,Completed,72.727,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,13,23,4,SEC,H,U,Mississippi,SEC,-11,Lose,N,2,-2.58,39,-52,Completed,66.667,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Mississippi State,Bowl,36,-14,SEC,N,F,N.C. State,ACC,23,Win,N,-1,3.68,5,-250,Completed,69.231,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,1,24,-26,SEC,H,F,Southeast Missouri State,FCS,31,Win,N,,,,,Completed,100.000,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,2,21,-29,SEC,A,F,Arkansas State,Sun Belt,7,Win,N,0,1.11,-11,-240,Completed,100.000,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,3,22,-28,SEC,H,F,Connecticut,AAC,3,Win,N,0,2.15,-55,-36,Completed,100.000,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,4,25,-25,SEC,A,U,Kentucky,SEC,-8,Lose,N,0,-4.25,-61,-124,Completed,75.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,5,50,0,SEC,H,F,South Carolina,SEC,14,Win,N,-3,0.2,-6,232,Completed,80.000,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,6,38,27,SEC,H,U,Florida,SEC,-18,Lose,N,2,-2.35,8,-946,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,7,50,20,SEC,A,U,Georgia,SEC,-3,Lose,N,0,-2.14,-3,-1070,Completed,57.143,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,8,50,0,SEC,A,F,Vanderbilt,SEC,-7,Lose,N,0,-1.31,-22,-1008,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,9,50,0,SEC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,10,50,26,SEC,H,U,Mississippi State,SEC,-18,Lose,N,0,-2.85,20,44,Completed,44.444,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,11,50,23,SEC,H,U,BYU,Independent,4,Win,N,0,3.53,49,1088,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,12,50,0,SEC,H,U,Tennessee,SEC,-11,Lose,N,2,0.22,23,-756,Completed,45.455,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Missouri,13,50,17,SEC,A,U,Arkansas,SEC,-25,Lose,N,0,-2.71,13,-1230,Completed,41.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,1,50,0,CUSA,H,F,Jackson State,FCS,56,Win,N,,,,,Completed,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,2,50,48,CUSA,A,U,Alabama,SEC,-27,Lose,N,2,-3.54,27,-352,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,3,50,0,CUSA,H,F,Charlotte,CUSA,59,Win,N,-5,5.826,-39,392,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,4,50,0,CUSA,A,U,Illinois,Big 10,-2,Lose,N,1,-0.26,4,84,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,5,50,0,CUSA,H,F,Vanderbilt,SEC,-4,Lose,N,-1,-1.39,-10,-150,Completed,40.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,6,50,0,CUSA,A,U,W. Kentucky,CUSA,-30,Lose,N,0,-5.83,6,-614,Completed,33.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,7,50,0,CUSA,H,F,FIU,CUSA,8,Win,N,1,5.77,67,-42,Completed,42.857,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,8,50,0,CUSA,A,U,La. Tech,CUSA,-31,Lose,N,3,-3.94,13,-188,Completed,37.500,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,9,50,0,CUSA,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,37.500,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,10,50,0,CUSA,H,F,Marshall,CUSA,3,Win,N,2,5.14,-20,-196,Completed,44.444,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,11,50,0,CUSA,A,F,FAU,CUSA,7,Win,N,1,4.54,-18,360,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,12,50,0,CUSA,H,F,North Texas,CUSA,34,Win,N,-1,3.18,-47,144,Completed,54.545,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,13,50,0,CUSA,A,F,UTSA,CUSA,35,Win,N,-1,4.15,-54,340,Completed,58.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,MTSU,Bowl,50,0,CUSA,N,U,W. Michigan,MAC,-14,Lose,N,1,-5.46,-22,-576,Completed,53.846,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,1,41,-9,MAC,H,F,UNLV,MWC,8,Win,N,-1,2.348,25,-668,Completed,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,2,50,0,MAC,H,F,Murray State,FCS,31,Win,N,,,,,Completed,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,3,50,49,MAC,A,U,Ohio State,Big 10,-7,Lose,N,-3,-2.12,-18,292,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,4,50,0,MAC,A,U,Boston College,ACC,-3,Lose,N,1,-3.84,-10,-942,Completed,50.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,5,50,0,MAC,A,F,C. Michigan,MAC,1,Win,N,3,-2.14,64,118,Completed,60.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,6,50,0,MAC,H,F,Ball State,MAC,18,Win,N,0,5.62,46,176,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,7,50,0,MAC,A,F,"Miami, OH",MAC,33,Win,N,0,3.63,-43,-1170,Completed,71.429,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,8,50,0,MAC,H,F,E. Michigan,MAC,28,Win,N,-1,2.71,-5,226,Completed,75.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,9,50,0,MAC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,75.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,10,50,30,MAC,A,U,Toledo,MAC,5,Win,N,-1,5.94,22,26,Completed,77.778,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,11,50,0,MAC,A,F,Buffalo,MAC,11,Win,N,-1,1.75,33,224,Completed,80.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,12,50,0,MAC,H,F,W. Michigan,MAC,8,Win,N,-1,0.94,-42,-1150,Completed,81.818,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,13,50,0,MAC,H,F,Ohio,MAC,-5,Lose,N,-1,-1.23,30,-674,Completed,75.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,14,50,0,MAC,N,U,Bowling Green,MAC,-21,Lose,N,3,-2.43,-61,-532,Completed,69.231,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N. Illinois,Bowl,50,0,MAC,N,U,Boise State,MWC,-48,Lose,N,1,-8.55,-35,-1586,Completed,64.286,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,1,37,-13,ACC,H,F,Troy,Sun Belt,28,Win,N,-2,-1.27,-39,1388,Completed,100.000,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,2,38,-12,ACC,H,F,Eastern Kentucky,FCS,35,Win,N,,,,,Completed,100.000,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,3,35,-15,ACC,A,F,Old Dominion,CUSA,24,Win,N,0,3.27,26,1224,Completed,100.000,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,4,41,-9,ACC,A,F,South Alabama,Sun Belt,50,Win,N,-3,5.25,19,624,Completed,100.000,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,5,38,-12,ACC,H,F,Louisville,ACC,-7,Lose,N,2,0.12,0,-368,Completed,80.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,6,50,0,ACC,A,U,Virginia Tech,ACC,-15,Lose,N,1,-1.3,33,334,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,7,50,0,ACC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,8,50,0,ACC,A,F,Wake Forest,ACC,18,Win,N,-1,2.69,11,-360,Completed,71.429,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,9,50,47,ACC,H,U,Clemson,ACC,-15,Lose,N,0,-7.05,1,-488,Completed,62.500,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,10,50,0,ACC,A,F,Boston College,ACC,16,Win,N,-2,3.84,15,-188,Completed,66.667,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,11,50,31,ACC,A,U,Florida State,ACC,-17,Lose,N,-4,-3.94,21,-210,Completed,60.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,12,50,0,ACC,H,F,Syracuse,ACC,13,Win,N,0,1.4,21,630,Completed,63.636,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,13,50,39,ACC,H,U,North Carolina,ACC,-11,Lose,N,-2,0.01,42,720,Completed,58.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,N.C. State,Bowl,50,14,ACC,N,U,Mississippi State,SEC,-23,Lose,N,1,-3.68,-5,250,Completed,53.846,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,1,50,0,AAC,H,F,Colgate,FCS,38,Win,N,,,,,Completed,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,2,50,0,AAC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,3,50,0,AAC,H,F,East Carolina,AAC,24,Win,N,-2,0.07,8,796,Completed,100.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,4,50,0,AAC,A,F,Connecticut,AAC,10,Win,N,-1,2.84,15,328,Completed,100.000,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,5,39,-11,AAC,H,F,Air Force,MWC,22,Win,N,-4,7.63,10,300,Completed,100.000,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,6,31,16,AAC,A,U,Notre Dame,Independent,-17,Lose,N,1,-2.88,6,-134,Completed,80.000,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,7,37,-13,AAC,N,P,na ,na,0,DNP,N,na,na,na,na,DNP,80.000,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,8,50,0,AAC,H,F,Tulane,AAC,17,Win,N,-3,7.23,-50,186,Completed,83.333,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,9,50,0,AAC,H,F,South Florida,AAC,12,Win,N,0,-4.36,-34,1106,Completed,85.714,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,10,37,22,AAC,A,U,Memphis,AAC,25,Win,N,-3,11,-38,834,Completed,87.500,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Navy,11,22,-28,AAC,H,F,SMU,AAC,41,Win,N,-2,4.13,-35,672,Completed,88.889,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
